prodID_TPCW;custID_TPCW;invoice_TPCW;amt;discounted;qty;salesDate
103;15;31060;233;0;14;2007-02-
35;15;31061;213;0;185;2006-02-
17;15;31062;186;0;77;2009-02-
4;15;31062;202;0;172;2009-02-
99;15;31062;280;0;13;2009-02-
40;15;31063;354;0;85;2008-02-
85;35;31064;263;0;16;2006-07-
97;37;31065;137;0;59;2008-05-
102;37;31065;227;0;123;2008-05-
33;37;31066;333;0;132;2009-05-
7;6;31067;122;0;160;2008-11-
91;6;31067;360;0;152;2008-11-
19;6;31067;218;0;181;2008-11-
73;19;31068;258;0;117;2009-04-
1;19;31068;162;0;17;2009-04-
47;30;31069;233;0;54;2010-07-
38;1;31070;395;0;102;2008-09-
30;31;31071;330;0;84;2007-11-
90;31;31071;327;0;186;2007-11-
105;31;31071;327;0;172;2007-11-
7;31;31071;319;0;94;2007-11-
67;7;31072;112;0;156;2008-03-
102;7;31073;241;0;167;2009-03-
5;7;31073;266;0;86;2009-03-
89;7;31073;351;0;176;2009-03-
55;7;31073;273;0;159;2009-03-
65;23;31074;275;0;108;2006-12-
46;7;31075;368;0;193;2005-03-
51;7;31075;381;0;13;2005-03-
44;7;31076;379;0;171;2006-03-
51;7;31076;216;0;69;2006-03-
30;7;31077;291;0;160;2007-03-
23;1;31078;219;0;40;2005-09-
15;1;31078;171;0;47;2005-09-
59;38;31079;300;0;66;2009-11-
19;38;31079;266;0;86;2009-11-
20;1;31080;124;0;101;2007-09-
95;1;31081;119;0;11;2006-09-
58;1;31081;170;0;55;2006-09-
93;18;31082;235;0;134;2010-10-
76;18;31082;111;0;79;2010-10-
69;29;31083;174;0;110;2005-09-
5;29;31083;392;0;113;2005-09-
33;32;31084;106;0;39;2008-06-
6;32;31085;246;0;105;2009-06-
96;32;31085;349;0;182;2009-06-
62;15;31086;248;0;54;2010-07-
55;35;31087;229;0;54;2005-07-
18;35;31087;265;0;130;2005-07-
78;24;31088;190;0;168;2009-11-
66;35;31089;320;0;129;2007-07-
30;35;31089;246;0;125;2007-07-
11;35;31090;315;0;52;2006-07-
79;4;31091;376;0;125;2009-01-
92;4;31092;335;0;160;2008-01-
40;17;31093;340;0;116;2006-08-
53;10;31094;146;0;88;2006-04-
54;10;31095;185;0;125;2009-04-
11;10;31095;267;0;76;2009-04-
78;10;31095;130;0;79;2009-04-
103;10;31095;306;0;62;2009-04-
11;17;31096;327;0;159;2009-08-
27;17;31096;117;0;91;2009-08-
68;4;31097;299;0;147;2007-01-
44;35;31098;193;0;29;2009-07-
90;35;31098;317;0;180;2009-07-
25;35;31098;241;0;196;2009-07-
15;24;31099;261;0;108;2005-11-
8;24;31099;192;0;63;2005-11-
40;16;31100;245;0;129;2005-05-
7;16;31100;186;0;35;2005-05-
34;14;31101;271;0;97;2005-02-
29;14;31102;291;0;93;2006-02-
65;14;31103;242;0;71;2007-02-
38;28;31104;273;0;116;2005-07-
101;28;31105;374;0;184;2006-07-
78;28;31105;294;0;143;2006-07-
41;24;31106;143;0;23;2007-06-
54;24;31106;203;0;112;2007-06-
20;28;31107;256;0;132;2008-07-
79;28;31107;337;0;78;2008-07-
31;28;31108;231;0;164;2009-07-
23;28;31108;108;0;138;2009-07-
52;28;31109;123;0;185;2010-03-
57;16;31110;302;0;121;2007-05-
12;14;31111;202;0;71;2008-02-
51;14;31112;374;0;97;2009-02-
82;14;31112;298;0;30;2009-02-
96;39;31113;232;0;151;2007-07-
4;39;31113;110;0;151;2007-07-
6;39;31113;194;0;36;2007-07-
54;24;31114;127;0;82;2005-06-
104;10;31115;272;0;130;2006-06-
83;10;31115;162;0;62;2006-06-
3;10;31115;280;0;139;2006-06-
43;39;31116;197;0;61;2005-07-
94;39;31117;252;0;111;2006-07-
39;39;31117;326;0;137;2006-07-
17;39;31118;395;0;29;2007-07-
85;39;31118;375;0;172;2007-07-
30;39;31119;347;0;100;2008-07-
51;38;31120;343;0;94;2007-11-
87;6;31121;101;0;200;2005-04-
22;36;31122;170;0;182;2008-04-
63;35;31123;152;0;99;2008-02-
38;35;31123;148;0;97;2008-02-
81;38;31124;158;0;141;2008-10-
13;38;31124;340;0;97;2008-10-
64;38;31125;143;0;77;2005-11-
52;38;31125;102;0;91;2005-11-
60;19;31126;398;0;78;2005-09-
72;19;31126;145;0;33;2005-09-
100;19;31126;105;0;100;2005-09-
46;19;31126;293;0;190;2005-09-
6;9;31127;381;0;113;2010-08-
82;9;31127;333;0;101;2010-08-
2;38;31128;243;0;114;2005-10-
73;35;31129;294;0;27;2005-02-
20;35;31129;144;0;152;2005-02-
81;35;31129;167;0;133;2005-02-
60;38;31130;111;0;114;2007-10-
9;38;31130;105;0;151;2007-10-
39;38;31130;279;0;99;2007-10-
88;17;31131;350;0;47;2010-07-
9;15;31132;260;0;20;2009-11-
11;15;31133;120;0;59;2008-11-
36;15;31134;376;0;196;2006-11-
53;15;31134;143;0;171;2006-11-
82;15;31135;172;0;133;2005-11-
50;33;31136;363;0;187;2010-08-
54;39;31137;296;0;199;2008-03-
11;30;31138;323;0;38;2009-04-
91;8;31139;301;0;138;2008-01-
93;8;31139;147;0;70;2008-01-
62;8;31140;156;0;14;2009-01-
103;19;31141;359;0;71;2005-09-
105;19;31141;117;0;149;2005-09-
88;20;31142;248;0;35;2007-11-
53;20;31142;138;0;79;2007-11-
23;20;31142;337;0;153;2007-11-
20;19;31143;164;0;14;2008-09-
60;19;31143;143;0;177;2008-09-
47;19;31144;102;0;186;2009-09-
46;19;31144;298;0;40;2009-09-
41;24;31145;374;0;117;2007-06-
77;12;31146;151;0;73;2009-07-
79;25;31147;118;0;197;2010-10-
19;13;31148;326;0;37;2010-02-
21;1;31149;233;0;27;2006-11-
83;2;31150;264;0;71;2008-11-
105;2;31150;192;0;164;2008-11-
53;1;31151;356;0;38;2005-11-
95;2;31152;128;0;100;2005-11-
65;2;31152;382;0;84;2005-11-
98;2;31152;129;0;57;2005-11-
15;2;31153;104;0;190;2007-11-
11;32;31154;219;0;20;2008-03-
30;9;31155;231;0;110;2010-02-
16;10;31156;261;0;118;2010-06-
89;2;31157;279;0;23;2007-04-
92;2;31157;364;0;98;2007-04-
6;2;31158;365;0;141;2006-04-
77;12;31159;314;0;44;2010-01-
55;12;31159;313;0;121;2010-01-
4;2;31160;329;0;22;2009-04-
16;2;31161;337;0;70;2009-08-
103;2;31162;373;0;119;2008-08-
13;1;31163;220;0;159;2008-01-
9;22;31164;346;0;37;2008-06-
33;15;31165;362;0;79;2010-03-
100;22;31166;226;0;89;2006-06-
41;22;31166;198;0;58;2006-06-
39;22;31166;114;0;115;2006-06-
60;20;31167;210;0;64;2008-03-
36;1;31168;273;0;29;2007-01-
92;2;31169;111;0;175;2005-08-
81;2;31169;169;0;162;2005-08-
87;2;31170;253;0;135;2007-08-
46;2;31171;341;0;94;2006-08-
22;2;31171;177;0;37;2006-08-
57;2;31172;400;0;173;2006-05-
49;2;31172;264;0;100;2006-05-
9;2;31173;291;0;99;2005-05-
21;17;31174;301;0;189;2008-04-
99;17;31174;156;0;68;2008-04-
63;17;31174;376;0;163;2008-04-
6;17;31175;318;0;117;2009-04-
79;2;31176;342;0;51;2008-05-
97;30;31177;242;0;67;2007-12-
104;30;31177;247;0;72;2007-12-
97;3;31178;381;0;107;2009-05-
89;25;31179;202;0;113;2010-05-
51;39;31180;343;0;171;2005-03-
100;39;31181;221;0;41;2007-03-
76;39;31182;102;0;154;2006-03-
89;39;31182;320;0;155;2006-03-
61;39;31182;246;0;46;2006-03-
55;39;31182;235;0;44;2006-03-
54;10;31183;251;0;60;2008-02-
103;10;31183;249;0;84;2008-02-
36;10;31184;141;0;156;2009-02-
80;10;31184;360;0;63;2009-02-
9;10;31185;205;0;127;2006-02-
97;10;31185;372;0;82;2006-02-
79;10;31185;230;0;69;2006-02-
44;10;31185;316;0;130;2006-02-
101;10;31186;104;0;179;2007-02-
9;10;31186;256;0;51;2007-02-
9;39;31187;290;0;108;2009-03-
94;39;31188;164;0;19;2008-03-
65;5;31189;260;0;21;2008-05-
18;6;31190;398;0;186;2007-12-
80;6;31190;123;0;48;2007-12-
23;6;31191;258;0;105;2005-12-
101;10;31192;119;0;11;2005-06-
62;35;31193;386;0;194;2006-10-
30;5;31194;210;0;35;2005-05-
21;6;31195;346;0;61;2009-12-
55;25;31196;128;0;164;2008-01-
57;25;31196;287;0;21;2008-01-
86;29;31197;106;0;187;2006-07-
87;29;31197;159;0;70;2006-07-
26;19;31198;321;0;163;2009-06-
74;19;31198;291;0;76;2009-06-
68;25;31199;384;0;129;2005-01-
55;25;31199;333;0;126;2005-01-
87;29;31200;152;0;110;2009-07-
86;29;31200;287;0;109;2009-07-
15;29;31200;235;0;14;2009-07-
43;29;31201;374;0;141;2008-07-
57;29;31201;395;0;132;2008-07-
100;12;31202;104;0;194;2006-05-
90;12;31202;285;0;129;2006-05-
20;10;31203;293;0;58;2006-08-
98;37;31204;339;0;19;2008-06-
50;37;31204;299;0;34;2008-06-
31;16;31205;220;0;172;2008-11-
59;16;31205;209;0;170;2008-11-
96;16;31205;289;0;101;2008-11-
48;3;31206;307;0;183;2007-05-
30;33;31207;400;0;142;2008-09-
51;37;31208;272;0;90;2007-06-
56;37;31208;318;0;140;2007-06-
61;37;31208;380;0;66;2007-06-
27;10;31209;349;0;62;2009-08-
9;10;31209;294;0;127;2009-08-
54;17;31210;258;0;162;2007-09-
57;3;31211;377;0;68;2006-05-
1;23;31212;285;0;114;2006-08-
45;23;31213;359;0;70;2007-08-
52;30;31214;262;0;191;2009-02-
8;30;31214;314;0;123;2009-02-
32;30;31214;271;0;160;2009-02-
27;18;31215;277;0;98;2009-11-
80;30;31216;107;0;32;2006-02-
61;23;31217;248;0;24;2008-08-
86;40;31218;259;0;16;2006-11-
58;24;31219;216;0;182;2008-06-
104;24;31219;240;0;122;2008-06-
13;22;31220;353;0;139;2009-11-
84;22;31220;215;0;186;2009-11-
11;22;31220;226;0;129;2009-11-
38;16;31221;308;0;88;2009-04-
74;16;31222;285;0;25;2006-04-
29;16;31223;218;0;186;2007-04-
6;16;31223;325;0;169;2007-04-
73;16;31224;234;0;195;2005-04-
36;16;31224;284;0;21;2005-04-
90;21;31225;316;0;100;2010-09-
45;21;31225;157;0;140;2010-09-
89;35;31226;380;0;75;2007-03-
87;23;31227;270;0;33;2008-04-
75;23;31228;216;0;139;2009-04-
91;23;31228;312;0;49;2009-04-
62;27;31229;120;0;59;2005-12-
105;35;31230;273;0;147;2008-10-
18;23;31231;202;0;102;2006-04-
2;23;31231;144;0;32;2006-04-
86;23;31232;269;0;128;2007-04-
102;23;31232;330;0;167;2007-04-
82;10;31233;226;0;30;2007-05-
10;18;31234;271;0;197;2008-09-
65;19;31235;273;0;177;2008-08-
13;18;31236;338;0;170;2005-09-
16;18;31236;163;0;162;2005-09-
6;18;31237;298;0;114;2006-09-
87;18;31237;144;0;65;2006-09-
4;18;31237;299;0;179;2006-09-
53;5;31238;203;0;199;2007-09-
80;11;31239;377;0;55;2007-01-
14;11;31239;296;0;29;2007-01-
41;11;31240;395;0;173;2006-01-
39;13;31241;285;0;187;2006-09-
86;13;31241;129;0;55;2006-09-
46;13;31241;148;0;200;2006-09-
55;32;31242;222;0;101;2007-11-
65;11;31243;344;0;140;2009-01-
41;11;31243;237;0;47;2009-01-
100;11;31243;202;0;63;2009-01-
67;11;31244;143;0;187;2010-06-
2;11;31244;330;0;25;2010-06-
105;37;31245;165;0;186;2007-02-
96;26;31246;186;0;143;2007-11-
73;26;31246;227;0;157;2007-11-
63;2;31247;375;0;185;2008-07-
56;2;31247;206;0;97;2008-07-
52;26;31248;277;0;198;2005-11-
80;26;31248;216;0;45;2005-11-
58;26;31248;397;0;78;2005-11-
22;12;31249;344;0;165;2006-06-
81;12;31249;228;0;38;2006-06-
65;18;31250;309;0;90;2008-08-
15;18;31250;308;0;37;2008-08-
100;12;31251;375;0;32;2005-06-
21;18;31252;293;0;85;2005-08-
31;6;31253;138;0;94;2005-10-
59;6;31253;137;0;121;2005-10-
53;6;31254;286;0;70;2006-10-
102;18;31255;366;0;80;2006-08-
79;2;31256;350;0;32;2006-07-
86;38;31257;281;0;93;2005-10-
9;5;31258;327;0;47;2006-09-
81;2;31259;358;0;140;2005-07-
20;11;31260;115;0;194;2007-01-
80;11;31261;270;0;175;2006-01-
8;40;31262;337;0;37;2010-02-
67;40;31262;388;0;180;2010-02-
31;11;31263;162;0;123;2009-01-
3;10;31264;185;0;127;2010-02-
18;31;31265;246;0;120;2008-08-
87;31;31266;320;0;138;2009-08-
92;31;31266;352;0;17;2009-08-
16;34;31267;264;0;118;2005-01-
12;34;31268;383;0;184;2007-01-
95;30;31269;138;0;88;2008-12-
62;31;31270;378;0;80;2005-08-
69;31;31271;213;0;131;2006-08-
1;31;31272;369;0;98;2007-08-
10;31;31272;317;0;72;2007-08-
9;31;31272;294;0;62;2007-08-
43;13;31273;356;0;148;2009-09-
55;13;31274;258;0;54;2008-09-
101;13;31274;131;0;58;2008-09-
96;13;31274;270;0;188;2008-09-
19;24;31275;263;0;19;2007-05-
84;31;31276;301;0;120;2010-10-
39;8;31277;164;0;70;2009-05-
2;24;31278;358;0;147;2009-05-
69;24;31279;293;0;135;2008-05-
54;24;31279;106;0;14;2008-05-
36;13;31280;128;0;18;2005-09-
36;13;31281;102;0;110;2006-09-
60;13;31281;345;0;93;2006-09-
46;13;31281;277;0;153;2006-09-
63;13;31281;168;0;16;2006-09-
50;38;31282;202;0;139;2010-02-
80;38;31282;357;0;84;2010-02-
84;16;31283;119;0;120;2005-06-
50;16;31283;320;0;23;2005-06-
95;16;31284;195;0;162;2007-06-
84;16;31284;382;0;182;2007-06-
101;16;31285;169;0;98;2006-06-
10;1;31286;182;0;39;2005-12-
84;5;31287;303;0;172;2005-01-
60;5;31288;381;0;119;2006-01-
31;5;31288;363;0;106;2006-01-
26;5;31288;349;0;157;2006-01-
73;5;31289;381;0;24;2007-01-
23;21;31290;128;0;105;2010-04-
85;21;31290;136;0;49;2010-04-
43;5;31291;120;0;96;2008-01-
48;5;31291;103;0;156;2008-01-
104;5;31291;266;0;118;2008-01-
76;5;31291;149;0;15;2008-01-
2;4;31292;160;0;163;2007-10-
25;4;31293;305;0;105;2006-10-
56;4;31293;144;0;16;2006-10-
65;26;31294;285;0;117;2010-08-
39;26;31294;258;0;172;2010-08-
32;4;31295;170;0;162;2009-10-
6;4;31295;274;0;167;2009-10-
32;4;31296;231;0;83;2008-10-
38;4;31296;278;0;107;2008-10-
17;4;31296;210;0;121;2008-10-
22;4;31296;109;0;51;2008-10-
94;34;31297;181;0;63;2010-07-
79;34;31297;116;0;119;2010-07-
42;21;31298;345;0;71;2010-06-
44;29;31299;372;0;64;2005-01-
76;37;31300;325;0;63;2008-12-
95;5;31301;396;0;36;2009-09-
81;5;31302;395;0;185;2008-09-
18;7;31303;215;0;91;2008-10-
82;7;31303;275;0;33;2008-10-
103;34;31304;212;0;121;2008-09-
63;34;31304;199;0;182;2008-09-
63;34;31305;171;0;51;2005-09-
101;34;31305;117;0;46;2005-09-
75;34;31305;264;0;85;2005-09-
100;7;31306;249;0;160;2005-10-
57;7;31306;331;0;37;2005-10-
3;34;31307;255;0;144;2007-09-
27;34;31308;381;0;137;2006-09-
78;34;31308;231;0;55;2006-09-
35;34;31308;382;0;56;2006-09-
44;34;31308;385;0;13;2006-09-
73;5;31309;108;0;134;2006-09-
65;5;31310;217;0;13;2005-09-
53;37;31311;214;0;97;2006-12-
20;37;31311;243;0;23;2006-12-
46;10;31312;295;0;32;2010-10-
30;23;31313;209;0;165;2007-04-
76;23;31314;387;0;181;2006-04-
73;23;31314;122;0;167;2006-04-
67;23;31315;144;0;90;2005-04-
7;23;31315;225;0;181;2005-04-
70;21;31316;184;0;153;2008-03-
19;37;31317;130;0;198;2010-01-
12;34;31318;270;0;35;2008-06-
30;20;31319;169;0;150;2010-02-
48;20;31319;163;0;151;2010-02-
19;13;31320;207;0;55;2005-04-
65;13;31320;201;0;63;2005-04-
13;35;31321;333;0;198;2005-12-
56;10;31322;338;0;181;2009-03-
83;10;31322;324;0;177;2009-03-
3;35;31323;351;0;15;2007-12-
58;35;31324;174;0;143;2008-12-
17;37;31325;257;0;103;2008-08-
62;37;31325;271;0;179;2008-08-
27;37;31325;380;0;14;2008-08-
85;19;31326;368;0;88;2005-01-
8;19;31326;332;0;98;2005-01-
67;19;31326;143;0;18;2005-01-
77;19;31327;157;0;172;2007-01-
91;19;31327;395;0;57;2007-01-
103;19;31327;112;0;66;2007-01-
31;19;31328;397;0;120;2006-01-
78;19;31328;386;0;194;2006-01-
85;19;31328;188;0;128;2006-01-
12;19;31329;260;0;35;2009-01-
49;19;31329;369;0;159;2009-01-
101;19;31330;121;0;172;2008-01-
58;19;31330;152;0;101;2008-01-
72;35;31331;340;0;174;2008-05-
3;35;31331;246;0;54;2008-05-
38;35;31331;333;0;44;2008-05-
40;1;31332;137;0;134;2007-10-
65;25;31333;289;0;110;2009-06-
91;40;31334;184;0;65;2009-02-
88;40;31334;252;0;18;2009-02-
49;40;31335;324;0;84;2008-02-
65;40;31335;260;0;178;2008-02-
5;26;31336;237;0;189;2006-12-
64;26;31337;194;0;174;2007-12-
100;13;31338;126;0;181;2008-01-
39;3;31339;305;0;48;2009-09-
88;3;31339;220;0;140;2009-09-
43;3;31339;146;0;158;2009-09-
63;3;31339;269;0;161;2009-09-
94;13;31340;286;0;11;2006-01-
97;13;31341;129;0;16;2007-01-
8;40;31342;167;0;165;2005-02-
35;6;31343;345;0;160;2008-05-
84;18;31344;176;0;155;2010-10-
94;33;31345;206;0;37;2010-03-
82;32;31346;258;0;46;2005-04-
19;22;31347;337;0;92;2010-01-
37;32;31348;107;0;34;2007-04-
64;29;31349;203;0;96;2007-10-
32;37;31350;306;0;71;2008-01-
99;30;31351;343;0;97;2007-03-
74;30;31351;162;0;180;2007-03-
68;30;31352;230;0;97;2006-03-
99;30;31353;267;0;92;2008-03-
103;29;31354;315;0;14;2010-03-
38;9;31355;329;0;99;2006-11-
94;32;31356;210;0;191;2009-04-
100;32;31356;330;0;88;2009-04-
44;32;31357;361;0;86;2008-04-
1;9;31358;242;0;68;2009-11-
71;9;31358;393;0;124;2009-11-
43;17;31359;395;0;122;2007-04-
1;40;31360;286;0;91;2009-09-
75;7;31361;344;0;148;2005-02-
95;7;31361;305;0;106;2005-02-
103;7;31361;302;0;39;2005-02-
31;7;31362;311;0;153;2006-02-
23;7;31362;196;0;16;2006-02-
17;7;31362;400;0;84;2006-02-
53;7;31363;222;0;170;2007-02-
24;7;31364;176;0;192;2008-02-
90;7;31364;352;0;116;2008-02-
32;7;31365;151;0;142;2009-02-
97;7;31366;317;0;151;2008-07-
49;7;31366;201;0;80;2008-07-
89;31;31367;207;0;87;2010-09-
48;31;31367;284;0;55;2010-09-
37;9;31368;285;0;177;2010-07-
94;9;31368;105;0;151;2010-07-
76;36;31369;382;0;145;2005-05-
47;36;31369;121;0;59;2005-05-
26;36;31369;389;0;142;2005-05-
32;36;31370;382;0;128;2007-05-
3;36;31371;334;0;103;2006-05-
69;36;31372;160;0;89;2009-05-
88;36;31373;282;0;143;2008-05-
4;24;31374;315;0;38;2008-10-
101;24;31374;258;0;175;2008-10-
34;24;31375;297;0;111;2005-10-
45;24;31376;100;0;156;2006-10-
3;24;31376;122;0;189;2006-10-
72;24;31377;172;0;94;2007-10-
43;1;31378;228;0;105;2008-09-
32;2;31379;293;0;124;2006-04-
72;1;31380;251;0;68;2009-09-
91;1;31380;113;0;61;2009-09-
99;1;31380;261;0;172;2009-09-
105;16;31381;290;0;184;2007-12-
8;15;31382;253;0;108;2009-07-
56;6;31383;120;0;17;2010-06-
67;40;31384;146;0;114;2006-06-
4;34;31385;107;0;120;2008-08-
51;34;31385;294;0;156;2008-08-
57;25;31386;202;0;38;2010-07-
72;25;31386;217;0;160;2010-07-
45;28;31387;193;0;138;2006-07-
24;28;31387;389;0;133;2006-07-
68;34;31388;193;0;179;2006-08-
5;34;31388;336;0;125;2006-08-
87;34;31388;323;0;38;2006-08-
89;34;31389;392;0;26;2007-08-
29;6;31390;185;0;149;2008-04-
61;6;31390;150;0;91;2008-04-
14;6;31391;259;0;37;2009-04-
49;6;31391;321;0;132;2009-04-
30;38;31392;211;0;97;2007-09-
102;38;31392;214;0;97;2007-09-
75;38;31392;150;0;141;2007-09-
24;38;31392;266;0;167;2007-09-
22;16;31393;166;0;171;2008-02-
13;29;31394;282;0;107;2009-03-
44;29;31394;238;0;124;2009-03-
68;29;31394;203;0;77;2009-03-
9;14;31395;118;0;150;2010-07-
5;15;31396;105;0;144;2010-09-
68;15;31396;157;0;119;2010-09-
26;15;31396;338;0;12;2010-09-
32;4;31397;222;0;178;2009-03-
66;38;31398;116;0;121;2009-09-
31;38;31398;121;0;165;2009-09-
19;38;31399;275;0;166;2008-09-
91;4;31400;368;0;63;2010-08-
72;4;31400;142;0;144;2010-08-
69;4;31400;368;0;143;2010-08-
82;7;31401;215;0;123;2009-06-
32;15;31402;203;0;21;2010-10-
52;13;31403;127;0;165;2008-04-
67;21;31404;200;0;17;2005-03-
87;21;31404;382;0;91;2005-03-
17;21;31404;315;0;187;2005-03-
56;11;31405;219;0;82;2010-04-
47;18;31406;393;0;174;2008-11-
82;18;31407;390;0;75;2009-11-
74;31;31408;107;0;47;2006-03-
24;31;31408;394;0;105;2006-03-
13;16;31409;157;0;95;2010-01-
91;16;31410;225;0;141;2005-09-
93;3;31411;280;0;131;2010-09-
61;24;31412;364;0;178;2006-12-
75;24;31412;388;0;101;2006-12-
8;24;31412;206;0;186;2006-12-
59;24;31412;320;0;13;2006-12-
65;16;31413;297;0;44;2009-09-
105;16;31413;175;0;94;2009-09-
34;16;31413;345;0;199;2009-09-
15;16;31414;400;0;130;2008-09-
74;18;31415;389;0;31;2005-11-
63;18;31416;317;0;17;2006-11-
33;18;31416;103;0;162;2006-11-
103;25;31417;287;0;133;2008-05-
17;25;31417;296;0;125;2008-05-
49;27;31418;128;0;71;2006-03-
41;27;31418;178;0;66;2006-03-
95;34;31419;355;0;172;2007-08-
23;25;31420;278;0;67;2005-05-
92;25;31420;377;0;111;2005-05-
40;25;31421;121;0;74;2006-05-
83;4;31422;106;0;170;2006-03-
47;4;31422;343;0;17;2006-03-
4;4;31422;393;0;48;2006-03-
7;25;31423;353;0;167;2010-05-
58;25;31423;136;0;71;2010-05-
89;1;31424;306;0;58;2006-05-
4;19;31425;195;0;176;2008-12-
89;19;31426;120;0;173;2009-12-
87;19;31427;119;0;24;2006-12-
82;19;31428;187;0;126;2007-12-
9;19;31428;240;0;151;2007-12-
105;17;31429;217;0;52;2005-12-
25;19;31430;251;0;151;2005-12-
14;34;31431;204;0;36;2007-09-
104;31;31432;200;0;141;2007-08-
102;34;31433;199;0;70;2005-09-
92;13;31434;198;0;47;2009-02-
97;13;31435;229;0;155;2008-02-
66;13;31435;311;0;193;2008-02-
38;28;31436;396;0;190;2009-09-
59;28;31436;390;0;150;2009-09-
29;8;31437;392;0;197;2010-03-
22;33;31438;157;0;115;2008-12-
81;33;31439;211;0;135;2009-12-
17;13;31440;399;0;193;2005-02-
40;13;31440;335;0;143;2005-02-
13;13;31440;323;0;67;2005-02-
20;30;31441;162;0;135;2009-11-
8;13;31442;337;0;14;2007-02-
97;13;31442;255;0;33;2007-02-
14;40;31443;139;0;87;2005-06-
81;40;31443;326;0;23;2005-06-
60;40;31444;205;0;48;2007-06-
40;40;31444;253;0;160;2007-06-
77;40;31444;155;0;62;2007-06-
45;40;31444;298;0;46;2007-06-
3;40;31445;208;0;182;2006-06-
58;40;31446;267;0;29;2009-06-
16;5;31447;308;0;10;2010-08-
62;26;31448;117;0;89;2009-05-
12;30;31449;108;0;134;2010-01-
2;11;31450;297;0;24;2010-06-
38;26;31451;242;0;157;2007-05-
97;26;31451;160;0;13;2007-05-
94;26;31451;357;0;25;2007-05-
40;16;31452;325;0;193;2008-03-
39;10;31453;201;0;177;2010-02-
102;35;31454;292;0;125;2008-10-
28;34;31455;205;0;35;2010-01-
63;33;31456;151;0;43;2010-06-
37;33;31456;234;0;36;2010-06-
65;16;31457;329;0;199;2005-03-
29;35;31458;103;0;18;2005-10-
61;35;31458;275;0;33;2005-10-
93;35;31458;290;0;160;2005-10-
60;7;31459;362;0;63;2005-08-
37;35;31460;210;0;134;2007-11-
48;35;31460;350;0;102;2007-11-
29;35;31460;388;0;177;2007-11-
84;35;31460;350;0;161;2007-11-
18;35;31460;398;0;100;2007-11-
62;35;31461;139;0;23;2005-11-
28;37;31462;235;0;129;2007-07-
5;37;31463;336;0;136;2009-07-
21;37;31463;269;0;195;2009-07-
39;35;31464;144;0;128;2009-11-
74;35;31464;189;0;170;2009-11-
9;21;31465;366;0;148;2007-04-
50;21;31465;315;0;157;2007-04-
26;21;31466;287;0;168;2006-04-
44;21;31467;370;0;175;2005-04-
11;21;31467;140;0;42;2005-04-
73;6;31468;283;0;100;2006-02-
80;31;31469;203;0;102;2007-05-
28;31;31470;164;0;102;2008-05-
99;31;31470;357;0;68;2008-05-
9;31;31471;331;0;47;2007-04-
42;31;31471;353;0;33;2007-04-
105;17;31472;145;0;164;2010-10-
59;21;31473;217;0;146;2009-04-
19;4;31474;137;0;179;2007-10-
2;36;31475;166;0;121;2005-04-
25;36;31476;170;0;130;2007-04-
77;8;31477;320;0;127;2006-09-
47;8;31478;209;0;138;2007-09-
6;4;31479;228;0;77;2005-10-
63;22;31480;142;0;147;2010-04-
100;4;31481;170;0;159;2009-11-
103;4;31481;195;0;12;2009-11-
66;1;31482;172;0;76;2010-08-
17;1;31482;241;0;124;2010-08-
71;1;31482;131;0;138;2010-08-
59;7;31483;392;0;169;2008-11-
82;7;31483;144;0;79;2008-11-
5;7;31483;392;0;146;2008-11-
70;4;31484;237;0;131;2008-11-
94;24;31485;306;0;142;2005-05-
78;7;31486;272;0;116;2007-11-
24;7;31486;266;0;29;2007-11-
102;7;31486;173;0;51;2007-11-
2;31;31487;389;0;184;2009-04-
83;25;31488;106;0;34;2009-01-
45;21;31489;125;0;110;2010-01-
97;4;31490;206;0;195;2008-06-
103;4;31491;283;0;102;2007-06-
89;4;31491;333;0;18;2007-06-
14;4;31491;268;0;147;2007-06-
27;25;31492;251;0;116;2007-01-
83;25;31492;284;0;24;2007-01-
22;25;31492;286;0;200;2007-01-
39;4;31493;204;0;117;2005-06-
87;4;31493;103;0;110;2005-06-
73;20;31494;301;0;130;2006-09-
25;20;31494;369;0;121;2006-09-
84;30;31495;356;0;48;2009-04-
85;30;31495;301;0;111;2009-04-
38;40;31496;172;0;43;2008-06-
85;20;31497;341;0;196;2005-09-
9;40;31498;362;0;123;2008-09-
85;37;31499;135;0;124;2009-06-
93;37;31500;297;0;189;2005-06-
94;37;31501;245;0;68;2006-06-
49;40;31502;137;0;160;2007-09-
40;40;31502;255;0;188;2007-09-
15;40;31503;130;0;17;2006-06-
27;40;31503;283;0;19;2006-06-
67;40;31503;265;0;146;2006-06-
87;7;31504;171;0;57;2007-07-
80;7;31504;191;0;105;2007-07-
97;20;31505;369;0;177;2008-09-
78;20;31505;395;0;178;2008-09-
90;20;31506;385;0;157;2009-09-
59;20;31506;294;0;46;2009-09-
79;34;31507;215;0;94;2005-11-
78;32;31508;358;0;117;2009-04-
58;32;31509;221;0;105;2008-04-
89;36;31510;394;0;54;2008-10-
92;36;31511;187;0;24;2006-10-
67;36;31512;295;0;160;2007-10-
26;32;31513;293;0;108;2007-04-
99;32;31513;329;0;186;2007-04-
71;21;31514;144;0;54;2006-12-
54;32;31515;376;0;26;2005-04-
102;32;31515;216;0;62;2005-04-
49;32;31515;398;0;91;2005-04-
54;17;31516;293;0;18;2009-04-
